modfiscais,area,inscricao,Name,area_ha,other_name,population,land_tenur,cd_setor,nm_rgi,etnia_nome,TI,cod_imovel,mod_fiscal,num_area,codigo_imo,nome_area,fase_ti,modalidade,undadm_nom,undadm_sig,N_familias,fonte,atingida,reestudo_t,cr,Cod_ibge,Label_N,rotulo,abrv,NOM_BIOMA,nm_uveg,nm_uantr,nm_contat,veg_pretet,nm_pretet,nm_sec1,nm_sec2,leg_sup,legenda_1,legenda_2,legenda,nome_port,SPRAREA,SPRPERIMET,SPRCLASSE,teste_AREA,area_hec,dist_buf,tipo_area,Shape_Leng,_mean,cob23_ha,cob23_pc,uso23_ha,uso23_pc,agrosil_ha,agrosil_pc,aggp_ha,aggp_pc,agfam_ha,agfam_pc,silv_ha,silv_pc,urb_ha,urb_pc,reg8523_ha,reg8523_pc,deg8523_ha,deg8523_pc,sum_area,max_area,std_area,sum_length,mean_frac,np,ed,lpi,tc_edge,desl_area,desl_count,desl_pc,ada_area,ada_pc,pz,Shape_Le_1,parea_med,p_deg,p_reg,p_agro,p_urb,p_ivps,p_cob,p_deslct,p_deslpc,p_adapc,p_parea,imp_amb,imp_amb_n,Shape_Le_2,Shape_Area,cob_pc,p_lpi,p_ed,p_frac,cap_adap,ca_norm,source,total_area_px,forest_1985_px,forest_2023_px,human_1985_px,human_2023_px,regenerated_px,degenerated_px,regeneration_%,degeneration_%,net_forest_change,net_change_%,forest_cover_1985_%,forest_cover_2023_%
0.0,0.0,,,524.565098993,,,,431490205001259P,Porto Alegre,Guarani,Ponta do Arado,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,525.044783514,3878.32758676,TI,13623.4229369,2.10590908321,547.74,104.322529658,38.34,7.30223424817,13.14,2.50264366252,0.0,0.0,2.61,0.49710045351,0.0,0.0,25.2,4.79959058565,65.43,12.4617941277,24.03,4.57675245132,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5215095.95933,99.9026323023,0.0,13215.5473874,0.0,0.00114418811,0.00218948639,0.00375396549,0.01022312795,0.01781116603,0.34761662157,0.0,0.0,0.05799122659,0.0,0.14711756622,0.18598189747,13215.5473874,5220178.72717,92.6977657518,0.0,0.0,0.0,0.0,0.0,IBGE Setores Censo 2022,16416,6599,6277,566,888,244,566,43.109540636042404,8.577057129868162,-322,-4.879527201091075,40.19858674463938,38.2370857699805
0.0,0.0,,,2.73471883507,,,,431490205002779P,Porto Alegre,Kaingang,Ymã Tupë Pën - Morro do Osso,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,2.73709009616,3000.0,TI,614.638155033,1.93823530043,2.61,95.3567441445,0.45,16.4408179559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,16.4408179559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,614.638155033,0.0,0.0,0.0,0.0,0.03501894225,0.01326950852,0.31334693267,0.0,0.0,0.0,0.0,0.1409415181,0.17653178459,614.638155033,27370.9009616,83.5591820441,0.0,0.0,0.0,0.0,0.0,IBGE Setores Censo 2022,64,41,32,12,21,10,19,83.33333333333334,46.34146341463415,-9,-21.951219512195124,64.0625,50.0
0.0,0.0,,,1912.79688904,,,,431540410000004P,Três Passos,Guarani - Kaingang,Capoeira dos Amaros,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,1912.82521896,7402.59456137,TI,20671.0909551,1.767909501,855.18,44.7076916136,1308.87,68.4260112752,1308.15,68.3883706171,643.05,33.617812732,665.1,34.7705578851,0.0,0.0,0.72,0.03764065806,168.75,8.82202923337,273.69,14.308155146,7562741.32788,5932696.97534,2393102.9929,98657.8889507,0.34009654529,0,51.5770537057,31.0153636745,98657.8889507,0.0,0,0.0,0.0,0.0,39.537022308,20671.0909551,4685403.54208,0.00357703879,0.00154999454,0.10258255593,8.01746e-05,0.00865601778,0.11840245772,0.0,0.0,0.0,0.0004107597,0.40053257513,0.57373801527,20671.0909551,19128252.1707,31.5739887248,0.10403002743,0.10045536243,0.08094485653,0.2854302464,0.45563511672,IBGE Setores Censo 2022,50244,11428,11223,14181,14386,2265,2470,15.972075312037232,21.61358067903395,-205,-1.7938396919845994,22.745004378632274,22.336995462144735
0.0,0.0,,,3340.33942549,,,,431575005000007P,Taquara - Parobé - Igrejinha,Xokleng,Zagaua (Konglui),,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,3345.41126647,10000.0,TI,30332.3868261,1.95383300366,3093.3,92.4639679134,758.7,22.6788259968,758.7,22.6788259968,14.31,0.42775009887,262.71,7.85284615476,481.68,14.3982297432,0.0,0.0,118.35,3.53768163532,544.23,16.2679550181,504699.853768,118741.092409,8437.21589001,26825.5007975,0.02494494608,0,8.01859582096,0.35493720492,26825.5007975,18562.743318,7,0.05548717883,0.0,0.0,1.50863321017,30332.3868261,762.231369522,0.00406698875,0.00062155623,0.034018239,0.0,0.01369199214,0.28995440251,0.00070120898,0.00227807934,0.0,6.682e-08,0.17018048264,0.2212709949,30332.3868261,33454112.6607,77.3211740032,0.00119051086,0.0156176224,0.00593703497,0.02274516823,0.03630833631,IBGE Setores Censo 2022,78396,41044,34657,3563,9950,892,7279,25.03508279539714,17.734626254751,-6387,-15.561348796413604,52.35471197510076,44.207612633297614
0.0,0.0,,,46.7760118755,,,,431645105000005P,Cruz Alta,Kaingang,Horto Florestal,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,46.7793832118,3000.0,TI,3028.33132428,2.2191414573,4.77,10.196799685,48.87,104.46909866,15.75,33.6686782053,15.75,33.6686782053,0.0,0.0,0.0,0.0,33.12,70.8004204546,0.99,2.11631691576,5.76,12.3131166008,42163.5016617,42163.5016617,0.0,460.26016172,0.00064680475,0,9.83895330368,9.01326594111,460.26016172,0.0,0,0.0,0.0,0.0,9.01326594111,3028.33132428,42163.5016617,0.00307827915,0.00037182825,0.05050301731,0.15080489557,0.02087820879,0.0,0.0,0.0,0.0,3.69639e-06,0.63088887618,0.92621147526,3028.33132428,467793.826756,0.0,0.03023180102,0.01916308802,0.0001539431,0.04954883214,0.07909528931,IBGE Setores Censo 2022,756,116,52,550,614,18,82,3.272727272727273,70.6896551724138,-64,-55.172413793103445,15.343915343915343,6.878306878306878
0.0,0.0,,,281.109138546,,,,431645105000023P,Cruz Alta,Guarani,Tekoa Porã - Saltinho,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,281.128420052,3000.0,TI,7840.01367419,1.85467614268,269.82,95.977489558,22.77,8.09950128692,22.77,8.09950128692,0.0,0.0,14.4,5.1222142526,8.37,2.97728703432,0.0,0.0,39.33,13.9900476774,22.77,8.09950128692,2350841.44487,2350057.51565,60660.03894,25765.6459912,0.03651119862,0,91.6508049756,83.5937368393,25765.6459912,0.0,0,0.0,101297.435119,3.60324420888,83.6216219325,7840.01367419,2349274.11014,0.00202487532,0.0024579943,0.01214925193,0.0,0.01100620254,0.34462687017,0.0,0.0,0.00209160206,0.00020595603,0.08598111134,0.09243560557,7840.01367419,2811284.19964,91.9004987131,0.28038551564,0.17850602486,0.00868986697,0.46758140746,0.74640481118,IBGE Setores Censo 2022,8415,3290,3184,585,691,118,224,20.17094017094017,6.808510638297872,-106,-3.221884498480243,39.096850861556746,37.83719548425431
0.0,0.0,,,2203.01017816,,,,432300230000005P,Porto Alegre,Guarani,Takua Ovy,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,2205.30981901,10000.0,TI,23852.323244,1.7566584588,2140.83,97.0761559916,402.84,18.26682113,402.84,18.26682113,1.44,0.06529694774,12.69,0.57542935195,387.27,17.5607978825,0.0,0.0,146.16,6.6276401955,361.53,16.3936149417,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23852.323244,0.0,0.00409840374,0.00116444934,0.02740023169,0.0,0.008351269,0.30649942076,0.0,0.0,0.0,0.0,0.13818603433,0.17231555566,23852.323244,22053098.1949,81.73317887,0.0,0.0,0.0,0.0,0.0,IBGE Setores Censo 2022,49022,28614,25090,888,4412,567,4091,63.85135135135135,14.297197176207451,-3524,-12.31564968197386,58.36971155807596,51.181102362204726
0.0,0.0,,,27133.8645109,,,,430003425000001P,Bagé,Guarani,Aceguá,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,27133.9276956,10000.0,TI,100888.310418,2.09591456393,20476.89,75.4660004616,11092.5,40.880554133,11091.96,40.8785640046,5018.22,18.4942631833,5796.27,21.3617065138,142.11,0.52373545619,0.54,0.0019901284,1754.37,6.4655954703,7444.35,27.4355783782,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100080.106134,0.0,0.00685889459,0.00113597875,0.06131784601,4.23897e-06,0.01754045177,0.221697922,0.0,0.0,0.0,0.0,0.2688875306,0.37230491305,100080.106134,270639139.167,59.119445867,0.0,0.0,0.0,0.0,0.0,IBGE Setores Censo 2022,796467,300512,235459,56876,121935,15500,80553,27.25226809198959,26.805252369289747,-65053,-21.64738845703333,37.730627885398896,29.562932299768853
0.0,0.0,,,262.398806492,,,,430005905000010P,Tapejara - Sananduva,Kaingang,Faxinal/São Miguel (Goj Kusa),,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,262.519445837,3000.0,TI,7480.96062127,1.92130970553,18.99,7.23374984259,280.17,106.723522559,229.86,87.5592279525,172.17,65.5837130278,41.58,15.8388266696,8.28,3.15405206407,50.31,19.1642946067,6.48,2.46838857188,5.76,2.194123175,167540.625483,37957.8024333,12538.7060196,8219.13651718,1.27941062526,0,31.3086769286,1.44590440957,8219.13651718,0.0,0,0.0,0.0,0.0,6.38202724179,7480.96062127,18889.9805175,0.00054853079,0.0004336858,0.13133884193,0.04081994751,0.01281105728,0.0,0.0,0.0,0.0,1.65605e-06,0.59108303566,0.86530364565,7480.96062127,2625194.45837,0.0,0.00484977307,0.06097914212,0.3045067965,0.37033571169,0.59117054816,IBGE Setores Censo 2022,5963,248,210,3360,3398,44,82,1.3095238095238095,33.064516129032256,-38,-15.32258064516129,4.158980379003857,3.521717256414556
0.0,0.0,,,72.4375000961,,,,430440805000102P,Caxias do Sul,Kaingang,Kógunh Mág/Jagtyg Fykóg,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,72.5226113539,3000.0,TI,4216.34697133,2.01468171992,71.46,98.534786139,12.42,17.1256933088,1.17,1.61328994938,0.0,0.0,0.0,0.0,0.0,0.0,11.25,15.5124033594,2.25,3.10248067188,10.53,14.5196095444,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4216.34697133,0.0,0.00362990239,0.0005450932,0.00241993492,0.03304141916,0.01534015695,0.31077865009,0.0,0.0,0.0,0.0,0.14910767013,0.18902700112,4216.34697133,725226.112868,82.8743066912,0.0,0.0,0.0,0.0,0.0,IBGE Setores Censo 2022,1911,985,759,68,294,19,245,27.941176470588236,24.873096446700508,-226,-22.944162436548226,51.54369440083726,39.71742543171114
0.0,0.0,,,9.54546617129,,,,,,,,RS-4302105-BEE8FCFBDF20452080A255BFB25C4AB5,0.7949,9.5385,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,9.55212218936,3000.0,TI,2196.04077487,1.86304345442,1.53,16.017383045,8.82,92.3355022596,8.82,92.3355022596,0.0,0.0,8.82,92.3355022596,0.0,0.0,0.0,0.0,0.0,0.0,1.44,15.0751840424,0.13335197388,0.13335197388,0.00056655341,0.00585005745,4e-11,0,0.00061243537,0.00013960455,0.00585005745,0.0,0,0.0,0.0,0.0,0.00013960455,2196.04077487,1.20353e-06,0.00376879601,0.0,0.13850325339,0.0,0.01123284181,0.02874186653,0.0,0.0,0.0,0.0,0.53076302469,0.77300661327,2196.04077487,95521.2218936,7.6644977404,4.6825e-07,1.19283e-06,1e-11,1.66109e-06,2.65161e-06,CAR,190,41,21,130,150,2,22,1.5384615384615385,53.65853658536586,-20,-48.78048780487805,21.578947368421055,11.052631578947368
0.0,0.0,,,1050.00862624,,,,,,,,RS-4304408-FDF08211B5324581ADFDA077121F0340,58.2882,1049.1877,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,1051.32038412,5487.99697234,TI,27446.7585385,1.99169333783,987.84,93.9618421673,216.45,20.588395628,216.45,20.588395628,0.0,0.0,2.61,0.24825924042,213.84,20.3401363875,0.0,0.0,50.04,4.7597288853,31.68,3.01335353889,55299.7185603,11738.5344678,658.6892839,4041.70644041,0.00828545618,0,3.84440985018,0.11165515903,4041.70644041,41031.8310288,16,0.39028855189,0.0,0.0,0.52600253353,27446.7585385,42.4637429577,0.00075333838,0.00083626495,0.03088259344,0.0,0.01471748741,0.2977935164,0.00160276339,0.01602367078,0.0,3.72e-09,0.17135006834,0.2230606048,27446.7585385,10513203.8412,79.411604372,0.00037450759,0.00748766277,0.00197198434,0.00983415471,0.01569835812,CAR,78880,11343,11692,3110,2761,532,183,17.10610932475884,1.613329806929384,349,3.0767874460019393,14.380070993914806,14.822515212981743
0.0,0.0,,,758.655943762,,,,430205505000008P,Erechim,Guarani - Kaingang,Guabiroba,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,758.815279755,4662.45176404,TI,16473.0446056,1.988921564,652.95,86.0486099082,200.16,26.3779611903,200.16,26.3779611903,64.17,8.45660356506,135.9,17.9094970312,0.09,0.01186059406,0.0,0.0,162.9,21.4676752493,17.19,2.26537346554,5771166.75333,5710109.08448,618289.488122,71457.1411113,0.12855643369,0,94.1693491414,75.2503175538,71457.1411113,0.0,0,0.0,0.0,0.0,76.0549622467,16473.0446057,5649830.46009,0.00056634337,0.00377178296,0.03956694179,0.0,0.01464241039,0.27608264554,0.0,0.0,0.0,0.00049530902,0.18042595802,0.23694783178,16473.0446057,7588152.80798,73.6220388097,0.25240047744,0.18341133156,0.03059714139,0.46640895039,0.74453320639,IBGE Setores Censo 2022,22794,6457,8029,3883,2311,1831,259,47.15426216842648,4.011150689174539,1572,24.345671364410716,28.327630078090728,35.22418180222866
0.0,0.0,,,1809.67175085,,,,,,,,RS-4313656-1560F8C3E9BF47E8B2A9A50F6E2DBF4C,90.997,1808.2838,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,1812.02622547,7204.90994816,TI,26892.2302909,2.35619347762,1869.21,103.155791772,65.7,3.62577533793,65.7,3.62577533793,2.97,0.16390491254,14.85,0.81952456268,0.0,0.0,0.0,0.0,230.13,12.7001473138,3.69,0.20363943679,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28028.3522343,0.0,5.090986e-05,0.00223136407,0.00543866301,0.0,0.02459043694,0.36140334248,0.0,0.0,0.0,0.0,0.07244530325,0.07172415513,28028.3522343,17159483.5702,96.3742246621,0.0,0.0,0.0,0.0,0.0,CAR,58058,19255,20483,3914,2686,1334,106,34.082779764946345,0.5505063619839003,1228,6.377564269021034,33.16511075131765,35.28023700437494
0.0,0.0,,,44.8451506402,,,,,,,,RS-4317509-DD38EF4BAF64467CB3009D3E54D24D34,2.2445,44.8905,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,44.8454499941,3000.0,TI,4073.09232973,1.69131397297,32.94,73.4522677425,18.09,40.3385404815,16.65,37.1275123835,0.0,0.0,16.65,37.1275123835,0.0,0.0,1.44,3.21102809803,12.42,27.6951173455,0.18,0.40137851225,287888.699791,265362.625595,73579.2248493,7598.28764245,0.39486430826,0,169.432744165,59.1726978095,7598.28764245,0.0,0,0.0,0.0,0.0,64.1957434558,4073.09232973,245026.802924,0.00010034463,0.00486591913,0.05569126858,0.00683948985,0.00658133056,0.22373047319,0.0,0.0,0.0,2.1481e-05,0.24659456029,0.33819392784,4073.09232973,448454.499151,59.6614595185,0.19847380934,0.33,0.09397988667,0.622453696,0.99362897245,CAR,1281,238,449,439,228,223,12,50.79726651480638,5.042016806722689,211,88.65546218487394,18.579234972677597,35.050741608118656
0.0,0.0,,,74.8023485501,,,,,,,,RS-4323002-B67C052780B44875B9AF4B3CF01B44B9,7.4682,74.7426,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,74.8761522676,3000.0,TI,5013.67939867,1.86735891838,86.04,114.909750828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,8.65429085731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,223487.02727,29.8856782259,0.0,5027.52706344,0.0,0.0,0.0015205236,0.0,0.0,0.01134973164,0.375,0.0,0.0,0.01734796269,0.0,0.05817717073,0.04989215829,5027.52706344,747806.442873,100.0,0.0,0.0,0.0,0.0,0.0,CAR,3410,1025,1087,73,11,73,11,100.0,1.0731707317073171,62,6.048780487804878,30.058651026392962,31.876832844574782
0.0,0.0,,,58.9241339972,,,,,,,,RS-4304705-37520EBFA6FD43A6A6E427F7312482A0,3.6829,58.9258,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,58.9330889833,3000.0,TI,3457.17427115,1.73785334513,12.06,20.4638857526,54.81,93.0037792784,54.81,93.0037792784,54.81,93.0037792784,0.0,0.0,0.0,0.0,0.0,0.0,2.25,3.81788913294,2.07,3.51245800231,106222.482511,106212.410726,1462.42996149,1704.38997382,0.04846914271,0,28.9207642637,18.0225426086,1704.38997382,0.0,0,0.0,0.0,0.0,18.024251629,3457.17427115,106202.340777,0.0008781145,0.00067078754,0.13950566892,0.0,0.0078419086,0.02623582771,0.0,0.0,0.0,9.31054e-06,0.52730976623,0.76772270329,3457.17427115,589330.889833,6.9962207216,0.06045022143,0.05632826319,0.01153592372,0.12831440835,0.20482955525,CAR,1728,176,172,681,685,31,35,4.552129221732746,19.886363636363637,-4,-2.272727272727273,10.185185185185185,9.953703703703704
0.0,0.0,,,21.2426746369,,,,,,,,RS-4314407-E63B5E875C3F42B2A721DC2359E2E9F1,1.3273,21.2373,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,21.2475354359,3000.0,TI,2579.67610601,1.82871044639,23.85,112.248312619,0.81,3.81220684368,0.81,3.81220684368,0.0,0.0,0.0,0.0,0.81,3.81220684368,0.0,0.0,0.0,0.0,0.81,3.81220684368,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2579.67610601,0.0,0.00095305171,0.0,0.00571831027,0.0,0.01030288866,0.36070422434,0.0,0.0,0.0,0.0,0.0622700263,0.05615473047,2579.67610601,212475.354359,96.1877931563,0.0,0.0,0.0,0.0,0.0,CAR,1122,345,334,0,11,0,11,0.0,3.1884057971014492,-11,-3.1884057971014492,30.74866310160428,29.76827094474153
0.0,0.0,,,38.4233054684,,,,,,,,RS-4316907-58ACE3613C6644409031A399061C6C19,1.7481,38.4577,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,38.4236861311,3000.0,TI,4365.03060585,2.12560983426,44.28,115.24141606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,2.57653572492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4365.03060585,0.0,0.0,0.00045268682,0.0,0.0,0.01834478591,0.375,0.0,0.0,0.0,0.0,0.04889209909,0.0356848572,4365.03060585,384236.861311,100.0,0.0,0.0,0.0,0.0,0.0,CAR,2496,559,548,43,54,9,20,20.930232558139537,3.5778175313059033,-11,-1.9677996422182469,22.395833333333336,21.955128205128204
0.0,0.0,,,144.142019781,,,,,,,,RS-4318200-4E06AA7078C34F8F8D3F5C11133C5703,5.7616,144.0395,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,144.361346389,3000.0,TI,5275.2301505,1.98277389932,120.96,83.7897422168,45.27,31.3588097731,45.27,31.3588097731,32.76,22.6930551837,0.0,0.0,12.51,8.66575458938,0.0,0.0,0.0,0.0,44.1,30.5483435165,24384.4002728,8609.3451465,1063.44271936,1792.24974079,0.03197905063,0,12.4150251131,0.59637467797,1792.24974079,0.0,0,0.0,0.0,0.0,1.68912253056,5275.2301505,142.73742132,0.00763708588,0.0,0.04703821466,0.0,0.01447589308,0.25740446335,0.0,0.0,0.0,1.251e-08,0.21774671775,0.29405318228,5275.2301505,1443613.46389,68.6411902269,0.00200032715,0.0241804399,0.00761119071,0.03379195776,0.05394243537,CAR,3621,1990,1551,31,470,10,449,32.25806451612903,22.56281407035176,-439,-22.060301507537687,54.95719414526374,42.833471416735705
0.0,0.0,,,10277.2624367,,,,,,,,RS-4301909-CE80475A561E44D0869357B07AA23873,728.6164,10269.1361,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,10286.4767169,10000.0,TI,72369.3812031,2.31531500595,1792.8,17.4287080926,9958.95,96.8159484932,9958.95,96.8159484932,17.64,0.17148728846,31.32,0.30447743053,9565.02,92.9863573626,0.0,0.0,352.62,3.42799589893,2604.51,25.3197481672,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,6569452.03381,6.43262864841,0.0,72660.9445942,0.0,0.00632993704,0.00060228489,0.14522392274,0.0,0.02348319158,0.01194019315,0.0,0.0,0.00373399596,0.0,0.57222856928,0.83645399416,72660.9445942,102127021.361,3.1840515068,0.0,0.0,0.0,0.0,0.0,CAR,354927,38741,14296,97048,121493,2015,26460,2.076292144093644,68.29973413179835,-24445,-63.0985261092899,10.915202281032437,4.027870519853378
0.0,0.0,,,97.4694189666,,,,,,,,RS-4303004-1B4B5B648E9B48DAAE6392A31B4D0AD1,4.8737,97.474,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,97.4821069925,3000.0,TI,4474.89680497,2.09416274866,35.1,36.0066078616,78.48,80.5070821931,78.48,80.5070821931,0.9,0.92324635542,0.72,0.73859708434,76.86,78.8452387533,0.0,0.0,0.72,0.73859708434,70.83,72.659488172,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4474.89680497,0.0,0.01816487204,0.00012976849,0.12076062329,0.0,0.01749300163,0.07309844178,0.0,0.0,0.0,0.0,0.48919028669,0.7093952133,4474.89680497,974821.088443,19.4929178069,0.0,0.0,0.0,0.0,0.0,CAR,1560,1322,400,46,968,1,923,2.1739130434782608,69.81845688350984,-922,-69.7428139183056,84.74358974358974,25.64102564102564
0.0,0.0,,,45.518821869,,,,,,,,RS-4305801-925E65AD3A1E434F86F220D23CB60A1E,2.2771,45.5266,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,45.5241386253,3000.0,TI,3545.8529264,1.98377187608,0.45,0.98848657787,48.78,107.151945041,48.78,100.0,26.55,58.3207080941,22.23,48.8312369466,0.0,0.0,0.0,0.0,2.43,5.33782752047,0.0,0.0,4146.47213745,1477.38528576,150.338053019,204.661727136,0.11735558242,0,4.49567490263,0.32452789506,204.661727136,0.0,0,0.0,0.0,0.0,0.91082934673,3545.8529264,1394.44148115,0.0,0.00093783452,0.15,0.0,0.01450292455,0.0,0.0,0.0,0.0,1.2225e-07,0.56956496778,0.83237835642,3545.8529264,455241.385484,0.0,0.00108851362,0.00875611574,0.02793127691,0.03777590627,0.06030205166,CAR,1269,6,55,681,632,51,2,7.488986784140969,33.33333333333333,49,816.6666666666666,0.4728132387706856,4.334121355397951
0.0,0.0,,,251.05656258,,,,,,,,RS-4306056-1ADA71276F5645C4B0BEFB5727DD95FE,15.6821,250.9138,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,251.16791469,3000.0,TI,10858.0059869,1.78562698181,226.8,90.29815782,37.08,14.7630321515,37.08,14.7630321515,10.08,4.01325145867,26.28,10.4631198744,0.0,0.0,0.0,0.0,138.78,55.2538727613,22.68,9.029815782,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10858.0059869,0.0,0.00225745395,0.00970788002,0.02214454823,0.0,0.00913591826,0.31963862943,0.0,0.0,0.0,0.0,0.11019141098,0.12948034036,10858.0059869,2511679.1469,85.2369678485,0.0,0.0,0.0,0.0,0.0,CAR,8667,1816,2987,1743,572,1227,56,70.39586919104991,3.0837004405286343,1171,64.48237885462555,20.953040267682013,34.464059074650976
0.0,0.0,,L020 - Bacia Hidrográfica do Litoral Médio,257.193978633,,,,,,Guarani,Rio Capivari - Porãi,,0.0,0.0,9500338857115,FAZENDA DA CRIA,Em Estudo,Tradicionalmente ocupada,COORDENACAO REGIONAL LITORAL SUL,CR-LISUL,,CTI,Atingida,,,4304671.0,Capivari do Sul,Lit Médio,Lit Médio,Pampa,,Agropecuária,,P,Formação Pioneira,,,Área Antrópica Dominante,Formação Pioneira,Agropecuária,3Ag - Agropecuária,,0.0,0.0,,0.0,257.544672397,3000.0,TI,13976.9053921,2.34923402766,23.04,8.94602081478,274.59,106.618396507,274.59,100.0,47.16,18.3113863553,227.43,88.3070101522,0.0,0.0,0.0,0.0,0.27,0.10483618142,0.72,0.27956315046,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13976.9053921,0.0,6.989079e-05,1.841929e-05,0.15,0.0,0.02440193139,0.0,0.0,0.0,0.0,0.0,0.58045340289,0.84903900073,13976.9053921,2575446.72397,0.0,0.0,0.0,0.0,0.0,0.0,CTI (SIGEF),15642,246,252,3439,3433,18,12,0.5234079674323932,4.878048780487805,6,2.4390243902439024,1.5726889144610665,1.611047180667434
0.0,0.0,,G070 - Bacia Hidrográfica do Baixo Jacuí,2792.42100657,,70,,,,Guarani,Guajayvi,,0.0,0.0,8511910047314,FAZENDA SÃO JOSÉ,,,,,22,AEPIM,Atingida,,,4305355.0,Charqueadas,Baixo Jacuí,,Pampa,,Florestamento/Reflorestamento,,E,Estepe,,,Área Antrópica Dominante,Estepe,Florestamento/Reflorestamento,3R - Florestamento/Reflorestamento,,0.0,0.0,,0.0,2794.45998064,10000.0,TI,43475.3068852,2.32113319572,800.28,28.6380912786,2414.97,86.4199171479,2414.97,86.4199171479,1920.42,68.7224012262,443.25,15.8617408398,44.01,1.57490178084,0.0,0.0,132.66,4.74724994879,767.88,27.4786543847,6914910.72205,5249666.66587,2057597.50737,77396.7364495,1.04049697123,0,27.6964912584,18.7859790465,77396.7364495,0.0,0,0.0,21599846.2851,77.295242831,24.7450697732,43475.3068852,4112114.68386,0.0068696636,0.00083407245,0.12962987572,0.0,0.02364078465,0.0509253107,0.0,0.0,0.04486814649,0.00036050064,0.55888858667,0.81604218079,43475.3068852,27944599.815,13.5800828521,0.06301089796,0.05394377669,0.24764402704,0.36459870169,0.58201250252,AEPIM (SIGEF),84010,28521,8315,9199,29405,480,20686,5.217958473747147,72.52901370919673,-20206,-70.84604326636513,33.949529817878826,9.89763123437686
