ti_id,pop_part_final,IR_municipal_corrigido,IR_global
117,131.96818902898175,0.9997590077953163,0.024138999584110123
118,36.37575508158119,0.09472852885828435,0.006653681794429601
119,347.6242449184188,0.9052714711417157,0.06358578961532525
120,82.54579858583531,1.0985206179625353,0.015098888697305109
121,204.0,1.0,0.03731471918643226
122,58.55427097204415,0.5576597235432776,0.01071047146317691
123,9.754217118459826,0.09289730589009358,0.0017841954542098964
124,302.652012438941,0.9061437498171886,0.05535968066356709
125,31.347987561059078,0.09385625018281162,0.00573402623970927
126,102.1388548157636,0.2813742556908088,0.018682758262127418
127,14.804410373698238,0.03719701098919155,0.0027079530187022276
128,466.96331707900515,0.8235684604567992,0.08541473062337258
129,0.4551746572378658,0.002275873286189329,8.325840448829177e-05
130,65.85302066525414,0.3292651033262707,0.012045524380893523
131,439.0,1.0,0.08029981236688119
132,30.0,1.0,0.005487458703887098
133,64.0,1.0,0.011706578568292474
134,54.0,2.0,0.009877425666996776
135,104.0,1.0,0.01902319017347527
136,28.0,1.0,0.005121628123627957
137,9.0,1.0,0.0016462376111661293
138,26.0,1.0,0.004755797543368818
139,18.0,1.0,0.0032924752223322585
140,91.0,1.0,0.016645291401790864
